Nr. SISF,Rangstufe,Taxonname,Gattung,Spezies,Familie,Indigenat CH,Grenzgebiet,Ist Teil von: Taxonname,Ist Teil von: Nr. SISF
401800,sp,Sonchus asper Hill,Sonchus,asper,Asteraceae,I,,,
401850,subsp (single),Sonchus asper Hill subsp. asper,Sonchus,asper,Asteraceae,I,,Sonchus asper Hill,401800
401900,sp,Sonchus oleraceus L.,Sonchus,oleraceus,Asteraceae,I,,,
402000,sp,Sonchus palustris L.,Sonchus,palustris,Asteraceae,I,,,
402050,sp,Sonchus tenerrimus L.,Sonchus,tenerrimus,Asteraceae,N,,,
402150,sp,Sorbaria sorbifolia (L.) A. Braun,Sorbaria,sorbifolia,Rosaceae,N,,,
402200,sp,Sorbus aria (L.) Crantz,Sorbus,aria,Rosaceae,I,,Sorbus aria aggr.,402250
402250,aggr,Sorbus aria aggr.,Sorbus,aria,Rosaceae,I/N,,,
402300,sp,Sorbus aucuparia L.,Sorbus,aucuparia,Rosaceae,I,,,
402330,subsp,Sorbus aucuparia L. subsp. aucuparia,Sorbus,aucuparia,Rosaceae,I,,Sorbus aucuparia L.,402300
402360,subsp,Sorbus aucuparia subsp. glabrata (Wimm. & Grab.) Cajander,Sorbus,aucuparia,Rosaceae,I,,Sorbus aucuparia L.,402300
402380,sp,Sorbus austriaca (Beck) Hedl.,Sorbus,austriaca,Rosaceae,,x,Sorbus aria aggr.,402250
402400,sp,Sorbus chamaemespilus (L.) Crantz,Sorbus,chamaemespilus,Rosaceae,I,,,
402500,sp,Sorbus domestica L.,Sorbus,domestica,Rosaceae,I,,,
402530,sp,Sorbus intermedia (Ehrh.) Pers.,Sorbus,intermedia,Rosaceae,NC,,Sorbus aria aggr.,402250
402550,sp,Sorbus latifolia (Lam.) Pers.,Sorbus,latifolia,Rosaceae,I,,Sorbus aria aggr.,402250
402600,sp,Sorbus mougeotii Soy.-Will. & Godr.,Sorbus,mougeotii,Rosaceae,I,,Sorbus aria aggr.,402250
402700,sp,Sorbus torminalis (L.) Crantz,Sorbus,torminalis,Rosaceae,I,,,
402760,sp,Sorghum bicolor (L.) Moench,Sorghum,bicolor,Poaceae,NC,,,
402800,sp,Sorghum halepense (L.) Pers.,Sorghum,halepense,Poaceae,N,,,
402900,sp,Sparganium angustifolium Michx.,Sparganium,angustifolium,Typhaceae,I,,,
403000,sp,Sparganium emersum Rehmann,Sparganium,emersum,Typhaceae,I,,,
403100,sp,Sparganium erectum L.,Sparganium,erectum,Typhaceae,I,,,
403190,subsp,Sparganium erectum L. subsp. erectum,Sparganium,erectum,Typhaceae,I,,Sparganium erectum L.,403100
403300,subsp,Sparganium erectum subsp. microcarpum (Neuman) Domin,Sparganium,erectum,Typhaceae,I,,Sparganium erectum L.,403100
403400,subsp,Sparganium erectum subsp. neglectum (Beeby) K. Richt.,Sparganium,erectum,Typhaceae,I,,Sparganium erectum L.,403100
403500,subsp,Sparganium erectum subsp. oocarpum (Čelak.) Domin,Sparganium,erectum,Typhaceae,I,,Sparganium erectum L.,403100
403800,sp,Sparganium natans L.,Sparganium,natans,Typhaceae,I,,,
404200,sp,Spartium junceum L.,Spartium,junceum,Fabaceae,N,,,
404300,sp,Spergula arvensis L.,Spergula,arvensis,Caryophyllaceae,A,,,
404400,sp,Spergula pentandra L.,Spergula,pentandra,Caryophyllaceae,,x,,
404450,sp,Spergularia marina (L.) Griseb.,Spergularia,marina,Caryophyllaceae,N,,,
404600,sp,Spergularia media (L.) C. Presl,Spergularia,media,Caryophyllaceae,,x,,
404700,sp,Spergularia rubra (L.) J. Presl & C. Presl,Spergularia,rubra,Caryophyllaceae,A,,,
404800,sp,Spergularia segetalis (L.) G. Don,Spergularia,segetalis,Caryophyllaceae,I,,,
404900,sp,Spinacia oleracea L.,Spinacia,oleracea,Amaranthaceae,NC,,,
404930,sp,Spiraea alba Du Roi,Spiraea,alba,Rosaceae,NC,,,
404950,sp,Spiraea chamaedryfolia L.,Spiraea,chamaedryfolia,Rosaceae,N,,,
404960,sp,Spiraea japonica L. f.,Spiraea,japonica,Rosaceae,N,,,
404965,sp,Spiraea salicifolia L.,Spiraea,salicifolia,Rosaceae,NC,,Spiraea salicifolia aggr.,404970
404970,aggr,Spiraea salicifolia aggr.,Spiraea,salicifolia,Rosaceae,N,,,
404985,hybrid,Spiraea ×arguta Zabel,Spiraea,×arguta,Rosaceae,N,,,
404990,hybrid,Spiraea ×billardii Hérincq,Spiraea,×billardii,Rosaceae,N,,Spiraea salicifolia aggr.,404970
404995,hybrid,Spiraea ×pseudosalicifolia Silverside,Spiraea,×pseudosalicifolia,Rosaceae,N,,Spiraea salicifolia aggr.,404970
405000,sp,Spiranthes aestivalis (Poir.) Rich.,Spiranthes,aestivalis,Orchidaceae,I,,,
405100,sp,Spiranthes spiralis (L.) Chevall.,Spiranthes,spiralis,Orchidaceae,I,,,
405200,sp,Spirodela polyrhiza (L.) Schleid.,Spirodela,polyrhiza,Araceae,I,,,
405230,sp,Sporobolus indicus (L.) R. Br.,Sporobolus,indicus,Poaceae,N,,,
405250,sp,Sporobolus neglectus Nash,Sporobolus,neglectus,Poaceae,N,,,
405280,sp,Sporobolus vaginiflorus (A. Gray) Alph. Wood,Sporobolus,vaginiflorus,Poaceae,N,,,
405300,sp,Stachys alopecuros (L.) Benth.,Stachys,alopecuros,Lamiaceae,I,,,
405350,subsp (single),Stachys alopecuros (L.) Benth. subsp. alopecuros,Stachys,alopecuros,Lamiaceae,I,,Stachys alopecuros (L.) Benth.,405300
405400,sp,Stachys alpina L.,Stachys,alpina,Lamiaceae,I,,,
405500,sp,Stachys annua (L.) L.,Stachys,annua,Lamiaceae,A,,,
405600,sp,Stachys arvensis (L.) L.,Stachys,arvensis,Lamiaceae,A,,,
405700,sp,Stachys byzantina K. Koch,Stachys,byzantina,Lamiaceae,N,,,
405800,sp,Stachys germanica L.,Stachys,germanica,Lamiaceae,A,,,
406000,sp,Stachys officinalis (L.) Trevis.,Stachys,officinalis,Lamiaceae,I,,,
406100,subsp (single),Stachys officinalis (L.) Trevis. subsp. officinalis,Stachys,officinalis,Lamiaceae,I,,Stachys officinalis (L.) Trevis.,406000
406400,sp,Stachys palustris L.,Stachys,palustris,Lamiaceae,I,,,
406500,sp,Stachys pradica (Zanted.) Greuter & Pignatti,Stachys,pradica,Lamiaceae,I,,,
406595,sp,Stachys recta L.,Stachys,recta,Lamiaceae,I,,,
406600,subsp,Stachys recta L. subsp. recta,Stachys,recta,Lamiaceae,I,,Stachys recta L.,406595
406700,subsp,Stachys recta subsp. grandiflora (Caruel) Arcang.,Stachys,recta,Lamiaceae,I,,Stachys recta L.,406595
406800,sp,Stachys sylvatica L.,Stachys,sylvatica,Lamiaceae,I,,,
406850,hybrid,Stachys ×ambigua Sm.,Stachys,×ambigua,Lamiaceae,I,,,
407000,sp,Staphylea pinnata L.,Staphylea,pinnata,Staphyleaceae,I,,,
407100,sp,Stellaria alsine Grimm,Stellaria,alsine,Caryophyllaceae,I,,,
407500,sp,Stellaria graminea L.,Stellaria,graminea,Caryophyllaceae,I,,,
407600,sp,Stellaria holostea L.,Stellaria,holostea,Caryophyllaceae,I,,,
407700,sp,Stellaria longifolia Willd.,Stellaria,longifolia,Caryophyllaceae,I,,,
407800,sp,Stellaria media (L.) Vill.,Stellaria,media,Caryophyllaceae,I,,Stellaria media aggr.,407805
407805,aggr,Stellaria media aggr.,Stellaria,media,Caryophyllaceae,I/A,,,
408000,sp,Stellaria neglecta Weihe,Stellaria,neglecta,Caryophyllaceae,I,,Stellaria media aggr.,407805
408095,sp,Stellaria nemorum L.,Stellaria,nemorum,Caryophyllaceae,I,,,
408100,subsp,Stellaria nemorum L. subsp. nemorum,Stellaria,nemorum,Caryophyllaceae,I,,Stellaria nemorum L.,408095
408250,subsp,Stellaria nemorum subsp. montana (Pierrat) Berher,Stellaria,nemorum,Caryophyllaceae,I,,Stellaria nemorum L.,408095
408300,sp,Stellaria pallida (Dumort.) Crép.,Stellaria,pallida,Caryophyllaceae,A,,Stellaria media aggr.,407805
408400,sp,Stellaria palustris Hoffm.,Stellaria,palustris,Caryophyllaceae,I,,,
408600,sp,Stemmacantha rhapontica (L.) Dittrich,Stemmacantha,rhapontica,Asteraceae,I,,,
408700,subsp,Stemmacantha rhapontica (L.) Dittrich subsp. rhapontica,Stemmacantha,rhapontica,Asteraceae,I,,Stemmacantha rhapontica (L.) Dittrich,408600
408800,subsp,Stemmacantha rhapontica subsp. lamarckii Dittrich,Stemmacantha,rhapontica,Asteraceae,I,,Stemmacantha rhapontica (L.) Dittrich,408600
409000,sp,Stipa capillata L.,Stipa,capillata,Poaceae,I,,,
409050,sp,Stipa eriocaulis Borbás,Stipa,eriocaulis,Poaceae,I,,Stipa pennata aggr.,409515
409100,subsp,Stipa eriocaulis Borbás subsp. eriocaulis,Stipa,eriocaulis,Poaceae,,x,Stipa eriocaulis Borbás,409050
409200,subsp,Stipa eriocaulis subsp. austriaca (Beck) Martinovský,Stipa,eriocaulis,Poaceae,I,,Stipa eriocaulis Borbás,409050
409300,subsp,Stipa eriocaulis subsp. lutetiana H. Scholz,Stipa,eriocaulis,Poaceae,,x,Stipa eriocaulis Borbás,409050
409500,sp,Stipa pennata L.,Stipa,pennata,Poaceae,I,,Stipa pennata aggr.,409515
409515,aggr,Stipa pennata aggr.,Stipa,pennata,Poaceae,I,,,
409550,sp,Stipa pulcherrima K. Koch,Stipa,pulcherrima,Poaceae,,x,Stipa pennata aggr.,409515
409600,subsp,Stipa pulcherrima K. Koch subsp. pulcherrima,Stipa,pulcherrima,Poaceae,,x,Stipa pulcherrima K. Koch,409550
409650,subsp,Stipa pulcherrima subsp. epilosa (Martinovský) Tzvelev,Stipa,pulcherrima,Poaceae,,x,Stipa pulcherrima K. Koch,409550
409680,sp,Stipa tirsa Steven,Stipa,tirsa,Poaceae,,x,Stipa pennata aggr.,409515
409700,sp,Stratiotes aloides L.,Stratiotes,aloides,Hydrocharitaceae,N,,,
409800,sp,Streptopus amplexifolius (L.) DC.,Streptopus,amplexifolius,Liliaceae,I,,,
409900,sp,Subularia aquatica L.,Subularia,aquatica,Brassicaceae,I,,,
410100,sp,Succisa pratensis Moench,Succisa,pratensis,Caprifoliaceae,I,,,
410200,sp,Succisella inflexa (Kluk) Beck,Succisella,inflexa,Caprifoliaceae,,x,,
410300,sp,Swertia perennis L.,Swertia,perennis,Gentianaceae,I,,,
410400,sp,Symphoricarpos albus (L.) S. F. Blake,Symphoricarpos,albus,Caprifoliaceae,N,,,
410450,sp,Symphoricarpos orbicularis Moench,Symphoricarpos,orbicularis,Caprifoliaceae,N,,,
410600,sp,Symphytum asperum Lepech.,Symphytum,asperum,Boraginaceae,N,,Symphytum officinale aggr.,410850
410700,sp,Symphytum bulbosum K. F. Schimp.,Symphytum,bulbosum,Boraginaceae,I,,,
410750,sp,Symphytum grandiflorum DC.,Symphytum,grandiflorum,Boraginaceae,N,,,
410800,sp,Symphytum officinale L.,Symphytum,officinale,Boraginaceae,I,,Symphytum officinale aggr.,410850
410850,aggr,Symphytum officinale aggr.,Symphytum,officinale,Boraginaceae,I/N,,,
410900,sp,Symphytum tuberosum L.,Symphytum,tuberosum,Boraginaceae,I,,,
410980,hybrid,Symphytum ×uplandicum Nyman,Symphytum,×uplandicum,Boraginaceae,N,,Symphytum officinale aggr.,410850
411100,sp,Syringa vulgaris L.,Syringa,vulgaris,Oleaceae,N,,,
411130,sp,Tagetes erecta L.,Tagetes,erecta,Asteraceae,NC,,,
411160,sp,Tagetes patula L.,Tagetes,patula,Asteraceae,NC,,,
411200,sp,Tamus communis L.,Tamus,communis,Dioscoreaceae,I,,,
411300,sp,Tanacetum balsamita L.,Tanacetum,balsamita,Asteraceae,NC,,,
411400,sp,Tanacetum cinerariifolium (Trevir.) Sch. Bip.,Tanacetum,cinerariifolium,Asteraceae,N,,,
411500,sp,Tanacetum corymbosum (L.) Sch. Bip.,Tanacetum,corymbosum,Asteraceae,I,,,
411550,subsp (single),Tanacetum corymbosum (L.) Sch. Bip. subsp. corymbosum,Tanacetum,corymbosum,Asteraceae,I,,Tanacetum corymbosum (L.) Sch. Bip.,411500
411600,sp,Tanacetum macrophyllum (Waldst. & Kit.) Sch. Bip.,Tanacetum,macrophyllum,Asteraceae,NC,,,
411700,sp,Tanacetum parthenium (L.) Sch. Bip.,Tanacetum,parthenium,Asteraceae,N,,,
411800,sp,Tanacetum vulgare L.,Tanacetum,vulgare,Asteraceae,I,,,
411850,aggr,Taraxacum alpestre aggr.,Taraxacum,alpestre,Asteraceae,I,,,
412000,aggr,Taraxacum alpinum aggr.,Taraxacum,alpinum,Asteraceae,I,,,
412100,sp,Taraxacum aquilonare Hand.-Mazz.,Taraxacum,aquilonare,Asteraceae,I,,,
412300,aggr,Taraxacum ceratophorum aggr.,Taraxacum,ceratophorum,Asteraceae,I,,,
412500,aggr,Taraxacum cucullatum aggr.,Taraxacum,cucullatum,Asteraceae,I,,,
412600,sp,Taraxacum dissectum (Ledeb.) Ledeb.,Taraxacum,dissectum,Asteraceae,I,,,
412700,aggr,Taraxacum fontanum aggr.,Taraxacum,fontanum,Asteraceae,I,,,
412800,sp,Taraxacum handelii Murr,Taraxacum,handelii,Asteraceae,,x,,
412900,aggr,Taraxacum laevigatum aggr.,Taraxacum,laevigatum,Asteraceae,I,,,
413100,aggr,Taraxacum officinale aggr.,Taraxacum,officinale,Asteraceae,I,,,
413200,sp,Taraxacum pacheri Sch. Bip.,Taraxacum,pacheri,Asteraceae,I,,,
413400,aggr,Taraxacum palustre aggr.,Taraxacum,palustre,Asteraceae,I,,,
413500,sp,Taraxacum schroeterianum Hand.-Mazz.,Taraxacum,schroeterianum,Asteraceae,I,,,
413550,sp,Taxodium distichum (L.) Rich.,Taxodium,distichum,Cupressaceae,N,,,
413600,sp,Taxus baccata L.,Taxus,baccata,Taxaceae,I,,,
413700,sp,Teesdalia nudicaulis (L.) R. Br.,Teesdalia,nudicaulis,Brassicaceae,I,,,
413800,sp,Telekia speciosa (Schreb.) Baumg.,Telekia,speciosa,Asteraceae,N,,,
414000,sp,Telephium imperati L.,Telephium,imperati,Caryophyllaceae,I,,,
414050,sp,Tellima grandiflora (Pursh) Lindl.,Tellima,grandiflora,Saxifragaceae,N,,,
414100,sp,Tephroseris capitata (Wahlenb.) Griseb. & Schenk,Tephroseris,capitata,Asteraceae,I,,,
414200,sp,Tephroseris helenitis (L.) B. Nord.,Tephroseris,helenitis,Asteraceae,I,,,
414250,subsp (single),Tephroseris helenitis (L.) B. Nord. subsp. helenitis,Tephroseris,helenitis,Asteraceae,I,,Tephroseris helenitis (L.) B. Nord.,414200
414300,sp,Tephroseris integrifolia (L.) Holub,Tephroseris,integrifolia,Asteraceae,I,,,
414400,sp,Tephroseris tenuifolia (Gaudin) Holub,Tephroseris,tenuifolia,Asteraceae,I,,,
414600,sp,Tetragonia tetragonoides (Pall.) Kuntze,Tetragonia,tetragonoides,Aizoaceae,N,,,
414900,sp,Teucrium botrys L.,Teucrium,botrys,Lamiaceae,I,,,
415000,sp,Teucrium chamaedrys L.,Teucrium,chamaedrys,Lamiaceae,I,,,
415100,sp,Teucrium montanum L.,Teucrium,montanum,Lamiaceae,I,,,
415200,sp,Teucrium scordium L.,Teucrium,scordium,Lamiaceae,I,,,
415250,subsp (single),Teucrium scordium L. subsp. scordium,Teucrium,scordium,Lamiaceae,I,,Teucrium scordium L.,415200
415300,sp,Teucrium scorodonia L.,Teucrium,scorodonia,Lamiaceae,I,,,
415400,sp,Thalictrum alpinum L.,Thalictrum,alpinum,Ranunculaceae,I,,,
415500,sp,Thalictrum aquilegiifolium L.,Thalictrum,aquilegiifolium,Ranunculaceae,I,,,
415800,sp,Thalictrum flavum L.,Thalictrum,flavum,Ranunculaceae,I,,,
415900,sp,Thalictrum foetidum L.,Thalictrum,foetidum,Ranunculaceae,I,,,
416100,sp,Thalictrum lucidum L.,Thalictrum,lucidum,Ranunculaceae,I,,,
416195,sp,Thalictrum minus L.,Thalictrum,minus,Ranunculaceae,I,,,
416196,subsp,Thalictrum minus L. subsp. minus,Thalictrum,minus,Ranunculaceae,I?,,Thalictrum minus L.,416195
416250,subsp,Thalictrum minus subsp. pratense (F. W. Schultz) Hand,Thalictrum,minus,Ranunculaceae,I,,Thalictrum minus L.,416195
416300,subsp,Thalictrum minus subsp. saxatile Ces.,Thalictrum,minus,Ranunculaceae,I,,Thalictrum minus L.,416195
416600,sp,Thalictrum simplex L.,Thalictrum,simplex,Ranunculaceae,I,,,
416680,subsp,Thalictrum simplex L. subsp. simplex,Thalictrum,simplex,Ranunculaceae,I,,Thalictrum simplex L.,416600
416800,subsp,Thalictrum simplex subsp. galioides (DC.) Korsh.,Thalictrum,simplex,Ranunculaceae,I,,Thalictrum simplex L.,416600
417000,sp,Thelypteris palustris Schott,Thelypteris,palustris,Thelypteridaceae,I,,,
417200,sp,Thesium alpinum L.,Thesium,alpinum,Santalaceae,I,,,
417300,sp,Thesium bavarum Schrank,Thesium,bavarum,Santalaceae,I,,,
417400,sp,Thesium divaricatum Mert. & W. D. J. Koch,Thesium,divaricatum,Santalaceae,,x,,
417500,sp,Thesium humifusum DC.,Thesium,humifusum,Santalaceae,ni,,,
417600,sp,Thesium linophyllon L.,Thesium,linophyllon,Santalaceae,I,,,
417700,sp,Thesium pyrenaicum Pourr.,Thesium,pyrenaicum,Santalaceae,I,,,
417730,subsp,Thesium pyrenaicum Pourr. subsp. pyrenaicum,Thesium,pyrenaicum,Santalaceae,I,,Thesium pyrenaicum Pourr.,417700
417760,subsp,Thesium pyrenaicum subsp. grandiflorum (A. DC.) Hendrych,Thesium,pyrenaicum,Santalaceae,,x,Thesium pyrenaicum Pourr.,417700
417800,sp,Thesium rostratum Mert. & W. D. J. Koch,Thesium,rostratum,Santalaceae,I,,,
417900,sp,Thlaspi alliaceum L.,Thlaspi,alliaceum,Brassicaceae,N,,,
417995,aggr,Thlaspi alpestre aggr.,Thlaspi,alpestre,Brassicaceae,I,,,
418200,sp,Thlaspi arvense L.,Thlaspi,arvense,Brassicaceae,A,,,
418300,sp,Thlaspi brachypetalum Jord.,Thlaspi,brachypetalum,Brassicaceae,I,,Thlaspi alpestre aggr.,417995
418400,sp,Thlaspi caerulescens J. Presl & C. Presl,Thlaspi,caerulescens,Brassicaceae,I,,Thlaspi alpestre aggr.,417995
418700,sp,Thlaspi montanum L.,Thlaspi,montanum,Brassicaceae,I,,,
418800,sp,Thlaspi perfoliatum L.,Thlaspi,perfoliatum,Brassicaceae,I,,,
418900,sp,Thlaspi praecox Wulfen,Thlaspi,praecox,Brassicaceae,,x,,
419095,sp,Thlaspi rotundifolium (L.) Gaudin,Thlaspi,rotundifolium,Brassicaceae,I,,,
419100,subsp,Thlaspi rotundifolium (L.) Gaudin subsp. rotundifolium,Thlaspi,rotundifolium,Brassicaceae,I,,Thlaspi rotundifolium (L.) Gaudin,419095
419200,subsp,Thlaspi rotundifolium subsp. corymbosum Gremli,Thlaspi,rotundifolium,Brassicaceae,I,,Thlaspi rotundifolium (L.) Gaudin,419095
419400,sp,Thlaspi sylvium Gaudin,Thlaspi,sylvium,Brassicaceae,I,,,
419500,sp,Thlaspi virens Jord.,Thlaspi,virens,Brassicaceae,I,,Thlaspi alpestre aggr.,417995
419600,sp,Thuja occidentalis L.,Thuja,occidentalis,Cupressaceae,N,,,
419750,sp,Thuja plicata D. Don,Thuja,plicata,Cupressaceae,N,,,
419800,sp,Thymelaea passerina (L.) Coss. & Germ.,Thymelaea,passerina,Thymelaeaceae,I,,,
419900,sp,Thymus alpestris (Čelak.) A. Kern.,Thymus,alpestris,Lamiaceae,I,,Thymus serpyllum aggr.,421200
420350,sp,Thymus kosteleckyanus Opiz,Thymus,kosteleckyanus,Lamiaceae,,x,Thymus serpyllum aggr.,421200
420400,sp,Thymus longicaulis C. Presl,Thymus,longicaulis,Lamiaceae,I,,Thymus serpyllum aggr.,421200
420450,sp,Thymus odoratissimus Mill.,Thymus,odoratissimus,Lamiaceae,,x,Thymus serpyllum aggr.,421200
420500,sp,Thymus oenipontanus Heinr. Braun,Thymus,oenipontanus,Lamiaceae,I,,Thymus serpyllum aggr.,421200
420750,sp,Thymus praecox Opiz,Thymus,praecox,Lamiaceae,I,,Thymus serpyllum aggr.,421200
420800,subsp,Thymus praecox Opiz subsp. praecox,Thymus,praecox,Lamiaceae,I,,Thymus praecox Opiz,420750
420900,subsp,Thymus praecox subsp. polytrichus (Borbás) Jalas,Thymus,praecox,Lamiaceae,I,,Thymus praecox Opiz,420750
420940,sp,Thymus pulegioides L.,Thymus,pulegioides,Lamiaceae,I,,Thymus serpyllum aggr.,421200
420990,subsp,Thymus pulegioides L. subsp. pulegioides,Thymus,pulegioides,Lamiaceae,I,,Thymus pulegioides L.,420940
421100,subsp,Thymus pulegioides subsp. carniolicus (Borbás) P. A. Schmidt,Thymus,pulegioides,Lamiaceae,I,,Thymus pulegioides L.,420940
421200,aggr,Thymus serpyllum aggr.,Thymus,serpyllum,Lamiaceae,I,,,
421300,sp,Thymus vulgaris L.,Thymus,vulgaris,Lamiaceae,AC,,,
421400,sp,Tilia cordata Mill.,Tilia,cordata,Malvaceae,I,,,
421500,sp,Tilia platyphyllos Scop.,Tilia,platyphyllos,Malvaceae,I,,,
421530,subsp,Tilia platyphyllos Scop. subsp. platyphyllos,Tilia,platyphyllos,Malvaceae,I,,Tilia platyphyllos Scop.,421500
421540,subsp,Tilia platyphyllos subsp. cordifolia (Besser) C. K. Schneid.,Tilia,platyphyllos,Malvaceae,,x,Tilia platyphyllos Scop.,421500
421550,sp,Tilia tomentosa Moench,Tilia,tomentosa,Malvaceae,N,,,
421600,sp,Tofieldia calyculata (L.) Wahlenb.,Tofieldia,calyculata,Tofieldiaceae,I,,,
421700,sp,Tofieldia pusilla (Michx.) Pers.,Tofieldia,pusilla,Tofieldiaceae,I,,,
421800,sp,Tordylium maximum L.,Tordylium,maximum,Apiaceae,ni,,,
422000,sp,Torilis arvensis (Huds.) Link,Torilis,arvensis,Apiaceae,A,,,
422050,subsp (single),Torilis arvensis (Huds.) Link subsp. arvensis,Torilis,arvensis,Apiaceae,A,,Torilis arvensis (Huds.) Link,422000
422100,sp,Torilis japonica (Houtt.) DC.,Torilis,japonica,Apiaceae,I,,,
422200,sp,Torilis leptophylla (L.) Rchb. f.,Torilis,leptophylla,Apiaceae,,x,,
422300,sp,Torilis nodosa (L.) Gaertn.,Torilis,nodosa,Apiaceae,ni,,,
422350,sp,Toxicodendron radicans (L.) Kuntze,Toxicodendron,radicans,Anacardiaceae,N,,,
422400,sp,Tozzia alpina L.,Tozzia,alpina,Orobanchaceae,I,,,
422450,sp,Trachycarpus fortunei (Hook.) H. Wendl.,Trachycarpus,fortunei,Arecaceae,N,,,
422480,sp,Trachystemon orientalis (L.) G. Don,Trachystemon,orientalis,Boraginaceae,N,,,
422500,sp,Tragopogon crocifolius L.,Tragopogon,crocifolius,Asteraceae,N,,,
422510,sp,Tradescantia virginiana L.,Tradescantia,virginiana,Commelinaceae,N,,,
422600,sp,Tragopogon dubius Scop.,Tragopogon,dubius,Asteraceae,I,,,
422900,sp,Tragopogon porrifolius L.,Tragopogon,porrifolius,Asteraceae,N,,,
422930,subsp (single),Tragopogon porrifolius subsp. eriospermus (Ten.) Greuter,Tragopogon,porrifolius,Asteraceae,N,,Tragopogon porrifolius L.,422900
422950,sp,Tragopogon pratensis L.,Tragopogon,pratensis,Asteraceae,I,,,
423000,subsp,Tragopogon pratensis L. subsp. pratensis,Tragopogon,pratensis,Asteraceae,I,,Tragopogon pratensis L.,422950
423200,subsp,Tragopogon pratensis subsp. minor (Mill.) Hartm.,Tragopogon,pratensis,Asteraceae,I,,Tragopogon pratensis L.,422950
423300,subsp,Tragopogon pratensis subsp. orientalis (L.) Čelak.,Tragopogon,pratensis,Asteraceae,I,,Tragopogon pratensis L.,422950
423400,sp,Tragus racemosus (L.) All.,Tragus,racemosus,Poaceae,A,,,
423500,sp,Trapa natans L.,Trapa,natans,Lythraceae,I,,,
423600,sp,Traunsteinera globosa (L.) Rchb.,Traunsteinera,globosa,Orchidaceae,I,,,
423700,sp,Tribulus terrestris L.,Tribulus,terrestris,Zygophyllaceae,A,,,
423800,sp,Trichophorum alpinum (L.) Pers.,Trichophorum,alpinum,Cyperaceae,I,,,
423900,sp,Trichophorum cespitosum (L.) Hartm.,Trichophorum,cespitosum,Cyperaceae,I,,,
423930,subsp,Trichophorum cespitosum (L.) Hartm. subsp. cespitosum,Trichophorum,cespitosum,Cyperaceae,I,,Trichophorum cespitosum (L.) Hartm.,423900
423960,subsp,Trichophorum cespitosum subsp. germanicum (Palla) Hegi,Trichophorum,cespitosum,Cyperaceae,,x,Trichophorum cespitosum (L.) Hartm.,423900
424100,sp,Trichophorum pumilum (Vahl) Schinz & Thell.,Trichophorum,pumilum,Cyperaceae,I,,,
424200,sp,Trientalis europaea L.,Trientalis,europaea,Primulaceae,I,,,
424300,sp,Trifolium alexandrinum L.,Trifolium,alexandrinum,Fabaceae,N,,,
424400,sp,Trifolium alpestre L.,Trifolium,alpestre,Fabaceae,I,,,
424500,sp,Trifolium alpinum L.,Trifolium,alpinum,Fabaceae,I,,,
424600,sp,Trifolium angustifolium L.,Trifolium,angustifolium,Fabaceae,,x,,
424700,sp,Trifolium arvense L.,Trifolium,arvense,Fabaceae,I,,,
424800,sp,Trifolium aureum Pollich,Trifolium,aureum,Fabaceae,I,,,
424900,sp,Trifolium badium Schreb.,Trifolium,badium,Fabaceae,I,,,
425000,sp,Trifolium campestre Schreb.,Trifolium,campestre,Fabaceae,A,,,
425100,sp,Trifolium dubium Sibth.,Trifolium,dubium,Fabaceae,I,,,
425400,sp,Trifolium fragiferum L.,Trifolium,fragiferum,Fabaceae,I,,,
425500,sp,Trifolium glomeratum L.,Trifolium,glomeratum,Fabaceae,,x,,
425595,sp,Trifolium hybridum L.,Trifolium,hybridum,Fabaceae,N,,,
425600,subsp,Trifolium hybridum L. subsp. hybridum,Trifolium,hybridum,Fabaceae,N,,Trifolium hybridum L.,425595
425700,subsp,Trifolium hybridum subsp. elegans (Savi) Asch. & Graebn.,Trifolium,hybridum,Fabaceae,N,,Trifolium hybridum L.,425595
